lat	lon	site	type	year	jan	feb	mar	apr	may	jun	jul	aug	sep	oct	nov	dec	mean
521477	2059655	301001	QSI	2004	1.6	1.1	0.5	0.8	3.9	0.7	1.5	1.8	2.7	2.9	3.5	4.2	2.1
521477	2059655	301001	QSI	2005	0.7	0.5	0.4	1.5	3.1	1.2	2.1	2	2	3	2	0.6	1.6
521477	2059655	301001	QSI	2006	1.7	0.6	0.8	2.2	1	2.2	2.2	2.7	1.2	3.1	2	1.9	1.8
521477	2059655	301001	QSI	2007	0.9	0.5	1.8	1.1	1.8	1.2	2.7	3.3	2.2	3.6	0.9	4.3	2
521477	2059655	301001	QSI	2008	1.3	0.6	0.5	1.7	1.4	2.6	1.4	2.4	4.1	2.7	2.6	0.6	1.8
521477	2059655	301001	QSI	2009	1	1.4	0.8	1.6	1.5	2.8	2.1	1.1	1.8	0.6	2.3	2.9	1.7
521477	2059655	301001	QSI	2010	0.6	0.4	0.8	0.8	3.7	2.5	2.6	1.9	2.5	2.5	1	0.9	1.7
521477	2059655	311001	QSI	1931	2.7	2.1	1.7	3.9	12.1	6.7	8.5	7.3	16.6	7.6	6.2	2.8	6.5
521477	2059655	311001	QSI	1932	2.2	1.7	1.3	3.5	13.2	10.8	5.5	9.4	23.7	13	7.2	2.6	7.8
521477	2059655	311001	QSI	1933	2.1	1.6	1.4	1.3	4.9	6.6	5.2	5.8	8.5	4.6	2.1	3.2	3.9
521477	2059655	311001	QSI	1934	2.1	1.7	1.4	1.3	8.9	4.4	6.2	8.7	14.4	8.1	6.6	2.6	5.5
521477	2059655	311001	QSI	1935	2	2	1.5	1.1	12.3	6.3	3.5	12.8	5.6	13.1	2.5	2.1	5.4
521477	2059655	311001	QSI	1936	1.6	1.3	1	0.9	16.9	5.3	12.7	11.3	9.7	6.7	2.3	3	6.1
521477	2059655	311001	QSI	1937	2.5	1.7	1.3	1.5	30.9	7	4.2	3.9	2.5	5.2	3.7	2.2	5.5
521477	2059655	311001	QSI	1938	1.6	1.3	1	0.9	2.2	1	3.5	4	4.7	1.5	2	1.2	2.1
521477	2059655	311001	QSI	1939	1	0.8	0.6	0.7	1.7	2	1	5.6	6.4	10.1	4.3	1.9	3
521477	2059655	311001	QSI	1940	1.5	1.2	1	1.2	22.6	1.4	2.2	1.6	4	20.8	4.2	1.9	5.3
521477	2059655	311001	QSI	1941	1.5	1.2	0.9	5.7	3.2	6.9	6.1	10.6	6	7.1	2.9	2	4.5
521477	2059655	311001	QSI	1942	1.6	1.3	1	2.4	5.8	10.4	4.3	3.4	1.9	1.5	1.8	1.2	3
521477	2059655	311001	QSI	1943	1	0.8	2.4	2.1	3.9	2	1.3	3.1	5.5	2.3	1.4	2.1	2.3
521477	2059655	311001	QSI	1944	1.2	0.9	0.8	0.6	10.2	17.3	8.9	1.8	6.3	2.2	2	1.4	4.5
521477	2059655	311001	QSI	1945	1.1	0.9	0.7	0.6	17.4	1.1	2.9	15.7	7.1	2.5	2.6	1.7	4.5
521477	2059655	311001	QSI	1946	1.4	1.1	1.6	1	7.8	1.9	1.3	1	2.9	6.5	4.1	1.6	2.7
521477	2059655	311001	QSI	1947	1.2	1	0.8	0.6	5	0.9	2.5	1	12.4	4.9	1.5	1.2	2.8
521477	2059655	311001	QSI	1948	1	0.8	0.7	0.6	17.3	1.2	1.2	1.2	1.6	4.7	6.1	1.6	3.2
521477	2059655	311001	QSI	1949	1.3	1	0.9	0.7	0.7	1.2	0.9	0.9	4.5	3.6	1.3	2.9	1.7
521477	2059655	311001	QSI	1950	1.2	1	0.9	1.1	0.9	0.7	1.5	1.7	5.8	6.7	4.6	4.9	2.6
521477	2059655	311001	QSI	1951	1.8	1.4	1.1	1.4	3	4.7	1.6	1.9	7.9	3.1	4.7	2.8	3
521477	2059655	311001	QSI	1952	1.7	1.3	1.1	8.7	3.3	1.4	4	2.3	7	3.5	1.7	1.3	3.1
521477	2059655	311001	QSI	1953	1.6	1	0.8	0.6	12.8	1.3	3.3	2.9	4.9	2.4	2.9	1.5	3
521477	2059655	311001	QSI	1954	1.2	6.2	1.3	2	2	3.2	1.3	3.6	7.9	19.3	10.6	3.4	5.2
521477	2059655	311001	QSI	1955	2.1	1.6	1.3	4.2	3.3	1.5	3.3	7.1	6.1	16.5	7.8	2.7	4.8
521477	2059655	311001	QSI	1956	2	1.7	3.6	1.8	6.6	1.7	1.6	5.2	2.9	14.7	3.7	2.2	4
521477	2059655	311001	QSI	1957	1.7	1.3	1	0.8	0.7	3.1	2.2	3.8	11.2	5.9	2.5	1.9	3
521477	2059655	311001	QSI	1958	1.8	1.3	1	0.8	23.6	11.6	3.3	6.6	4	5.3	2.6	1.8	5.3
521477	2059655	311001	QSI	1959	1.4	1.1	0.9	2.1	0.9	0.7	3.7	3.7	8.4	6.3	4.2	2.1	3
521477	2059655	311001	QSI	1960	1.9	2	1.4	2	1.5	3.1	2.7	1.9	10	11.3	7.1	2.4	3.9
521477	2059655	311001	QSI	1961	1.8	1.4	1.9	1.2	1.5	2.5	2.5	11.1	11.5	7.4	3.3	3.5	4.1
521477	2059655	311001	QSI	1962	1.9	1.5	1.2	2	2.8	4.4	1.5	3.7	4.7	2.5	1.9	1.6	2.5
521477	2059655	311001	QSI	1963	1.2	1	0.9	5	2.8	1.2	2.2	4	18.6	6.9	9	5.7	4.9
521477	2059655	311001	QSI	1964	2.2	1.7	1.4	3.1	2.7	3.4	1.8	6.2	8.4	2.3	1.7	1.3	3
521477	2059655	311001	QSI	1965	1.1	0.8	0.7	0.5	19.1	1.8	4.4	5	4.8	4.9	5.7	2.8	4.3
521477	2059655	311001	QSI	1966	1.8	1.4	1.1	1.9	2.3	1.1	6.1	8.5	3.7	7.5	1.9	1.5	3.3
521477	2059655	311001	QSI	1967	1.2	0.9	0.8	0.6	0.5	2.4	1.2	1.9	5.5	9.8	1.6	1.3	2.3
521477	2059655	311001	QSI	1968	1	0.8	0.6	0.5	2.4	8.8	1.7	7.6	8.4	2.2	1.6	2.6	3.2
521477	2059655	311001	QSI	1969	1.4	1.1	0.9	1	14.6	4.8	4.3	6.6	5.8	15.4	4.2	2.2	5.2
521477	2059655	311001	QSI	1970	1.7	1.4	1.1	0.8	2.5	28.4	2.4	7.9	12.1	8	10.3	2.4	6.6
521477	2059655	311001	QSI	1971	1.9	1.5	1.5	4.4	9	3.7	8.1	5	7.1	15.8	2.4	1.9	5.2
521477	2059655	311001	QSI	1972	1.5	1.2	1.7	1.1	3.2	5.8	3.9	4.2	8.1	12.9	2.3	1.8	4
521477	2059655	311001	QSI	1973	1.4	1.1	1.1	0.8	1	2.5	5.6	3.2	5.5	6.7	2	1.6	2.7
521477	2059655	311001	QSI	1974	1.3	2.1	1.2	1.1	1.9	1	2.1	3.2	4.7	4.7	4.7	1.7	2.5
521477	2059655	311001	QSI	1975	1.4	1.1	0.9	0.7	0.6	0.4	2.9	4.7	8.4	2.9	6.3	3.4	2.8
521477	2059655	311001	QSI	1976	1.7	1.4	1.1	1.7	1.1	0.9	1.8	12.4	5.4	5.4	1.8	1.7	3
521477	2059655	311001	QSI	1977	1.3	1	0.8	1	3.5	1.1	5.7	8.6	5.5	18.9	10.9	3.9	5.2
521477	2059655	311001	QSI	1978	2.2	1.8	1.5	2.1	4.3	5.1	1.8	3.5	4.7	25.5	3.5	2	4.8
521477	2059655	311001	QSI	1979	1.6	1.2	1.1	3.4	17.9	12	4.5	23.5	25.7	8.8	3.8	2.4	8.8
521477	2059655	311001	QSI	1980	1.9	1.5	1.2	1.4	3	1.7	1.5	2.6	7.6	3	1.6	1.3	2.3
521477	2059655	311001	QSI	1981	1	0.8	0.8	0.6	14.1	1.6	6.8	6.8	7.9	5.6	2	2	4.2
521477	2059655	311001	QSI	1982	1.5	1.5	1.1	0.9	4	1.1	7.4	3.4	5.3	2	1.7	1.3	2.6
521477	2059655	311001	QSI	1983	1	0.8	0.6	1.1	11.4	1.8	2.8	5	4.8	2.3	1.6	1.4	2.9
521477	2059655	311001	QSI	1984	1.1	0.9	0.7	0.6	3.2	5.5	1.6	1.4	17.2	3.8	4.8	1.8	3.6
521477	2059655	311001	QSI	1985	1.4	1.1	0.9	0.8	0.9	0.7	2.7	4	7	15.5	6.3	2	3.6
521477	2059655	311001	QSI	1986	2.1	1.5	1.2	5.4	31.7	13.4	4.1	8.2	14.4	16.6	4.8	3.5	8.9
521477	2059655	311001	QSI	1987	2.3	2.4	1.6	3.8	7.6	8.3	2	2.3	8.3	16.6	24.8	9.8	7.5
521477	2059655	311001	QSI	1988	2.5	2	1.6	5.8	2.2	6	14.5	11.5	9.9	10.1	5.3	2.4	6.2
521477	2059655	311001	QSI	1989	1.9	1.8	1.5	1.2	1.3	1	1.1	2.4	1.5	6.4	1.4	1.1	1.9
521477	2059655	311001	QSI	1990	0.9	0.7	0.6	0.5	0.4	0.3	2.4	2.6	6.4	13.9	5	1.8	3
521477	2059655	311001	QSI	1991	1.5	1.1	0.9	0.9	5.2	1.5	1.6	1.3	1.3	5.3	6	1.5	2.3
521477	2059655	311001	QSI	1992	2.8	1.3	1.4	6.6	16.9	4.9	5.4	12	9.8	7.4	2.7	2.5	6.2
521477	2059655	311001	QSI	1993	1.8	1.4	1.1	2.3	8.3	1.5	2.2	5.9	4	6.7	6.1	2	3.6
521477	2059655	311001	QSI	1994	1.6	1.3	1.2	0.9	0.8	0.6	0.7	3.5	7.5	4.8	1.8	6.5	2.6
521477	2059655	311001	QSI	1995	1.6	1.3	1	0.8	4.9	2	1.3	1.4	6.4	2	1.3	1	2.1
521477	2059655	311001	QSI	1996	0.8	1.3	1	1.1	3	2	2.5	8.3	16.3	6.8	13.9	3.8	5.1
521477	2059655	311001	QSI	1997	2.2	1.7	1.4	1.1	2.1	1.5	2.2	7.2	4.6	5.6	1.9	1.5	2.7
521477	2059655	311001	QSI	1998	1.2	0.9	0.8	0.6	4.6	2.1	4.7	13.3	17.6	6.2	11	2.9	5.5
521477	2059655	311001	QSI	1999	2.1	1.6	1.3	1.1	2.7	2.4	2.9	5.9	7.8	8.2	4.5	2	3.5
521477	2059655	311001	QSI	2000	1.6	1.3	1	0.8	3.6	3	2.7	1.3	11.1	3.7	1.6	1.3	2.7
521477	2059655	311001	QSI	2001	1	0.8	0.6	0.5	3.1	1	0.9	0.8	0.7	1.1	0.7	0.5	1
521477	2059655	311001	QSI	2002	0.4	0.3	0.3	1	0.9	1.2	0.7	4.6	11.1	1.7	1.4	1.1	2.1
521477	2059655	311001	QSI	2003	0.9	0.7	0.6	1.8	1.9	3.8	5.9	6.4	3.9	9.8	3	3.5	3.5
521477	2059655	311001	QSI	2004	1.9	1.5	1.3	1.9	14.5	4.2	5.7	3.6	17.4	8.5	2.4	1.9	5.4
521477	2059655	311001	QSI	2005	1.5	1.2	0.9	1.2	14.8	13.3	7.8	7.9	5.7	10.4	3	2.1	5.8
521477	2059655	311001	QSI	2006	1.6	1.3	1.1	6.1	8	8.7	6.3	14.2	8.2	4.6	2.3	1.8	5.3
521477	2059655	311001	QSI	2007	1.4	1.1	1.6	1.2	12.7	10.5	2.5	10.2	4	14.1	2.8	2.4	5.4
521477	2059655	311001	QSI	2008	1.8	1.4	1.1	6.9	5.9	17.3	3.7	20	24.3	2.5	3.2	1.9	7.5
521477	2059655	311001	QSI	2009	1.5	1.9	1.2	4.9	15.5	7.5	3	5.4	3.3	4.4	2	1.7	4.4
521477	2059655	311001	QSI	2010	1.3	1	0.8	4.9	16.2	8.3	12.3	3.3	5.9	2.1	3	1.7	5.1
521477	2059655	311002	QSI	1931	1.8	1.5	1.5	5	11.2	8.4	9	7.4	14.7	6.9	6.3	3.5	6.4
521477	2059655	311002	QSI	1932	2.7	2.2	1.9	4.8	13.6	10.7	6.2	9.9	19.8	10.7	6.4	3	7.7
521477	2059655	311002	QSI	1933	2.5	2.1	2.3	2.4	7.1	8.1	6.5	7.2	8.8	5.1	3	4.5	5
521477	2059655	311002	QSI	1934	3.3	3	2.7	2.8	9.7	6.6	7	9.1	13.7	7.8	6.1	3.4	6.3
521477	2059655	311002	QSI	1935	2.6	3.3	2.2	1.8	13	7.9	4.9	11.6	6.1	12.4	3.3	3.1	6
521477	2059655	311002	QSI	1936	2.3	2	1.7	2.2	16.2	6.3	12.3	11.8	9.5	6.1	2.8	4.2	6.4
521477	2059655	311002	QSI	1937	3.9	2.3	2	3	26.7	6.7	5.2	4.8	4.1	6.7	5	3.2	6.1
521477	2059655	311002	QSI	1938	2.3	2.2	1.9	1.9	3.9	2.1	4.6	5.2	5.8	2.1	3.5	1.8	3.1
521477	2059655	311002	QSI	1939	1.6	1.4	1.3	1.6	3.4	3.6	2.1	7	7.9	9.3	5	2.8	3.9
521477	2059655	311002	QSI	1940	2.2	2	1.6	2.6	19.7	2.3	3.6	3	5.5	18.2	4.7	2.4	5.7
521477	2059655	311002	QSI	1941	2	1.7	1.4	6.6	4.5	8.4	7.1	12.1	6.7	7.7	4.2	2.7	5.4
521477	2059655	311002	QSI	1942	2.2	2	1.8	3.6	7.1	10.8	5.3	4.8	2.9	2.4	3.5	2	4
521477	2059655	311002	QSI	1943	2.1	1.7	4	3.3	5.4	3.7	2	4.5	6.5	3.5	2.3	3.2	3.5
521477	2059655	311002	QSI	1944	1.8	1.6	1.3	1.2	9.9	15.9	8.2	2.2	6.8	3.2	3.4	2.1	4.8
521477	2059655	311002	QSI	1945	1.7	1.5	1.3	1.5	15.7	1.6	4.6	14	7.5	3.8	3.8	2.7	5
521477	2059655	311002	QSI	1946	2.1	2	3.1	2.2	8.4	3.5	2.3	2.2	4.9	8.1	5	2.3	3.8
521477	2059655	311002	QSI	1947	1.9	1.9	1.5	1.3	6.6	2	3.9	2	11.4	5.5	2	1.7	3.5
521477	2059655	311002	QSI	1948	1.7	1.8	1.3	1.7	16.3	2	2.5	2.5	3.2	6	6.5	2.4	4
521477	2059655	311002	QSI	1949	2	1.7	2.1	1.4	2.2	3	2.3	2.6	6.3	4.5	2	4.3	2.8
521477	2059655	311002	QSI	1950	1.9	2.2	2	2.4	1.9	1.9	3.3	3.6	6.7	7.2	5.6	5	3.6
521477	2059655	311002	QSI	1951	2.3	1.9	1.6	2.4	5.4	5.8	2.8	3.4	8.5	4.5	6.3	4.4	4.1
521477	2059655	311002	QSI	1952	2.4	2	1.9	9	5	2.1	6.1	3.8	8.1	4.7	2.5	2	4.1
521477	2059655	311002	QSI	1953	2.9	1.7	1.4	1.2	12.4	2.4	4.6	4.3	6.1	3.5	4.4	2.3	3.9
521477	2059655	311002	QSI	1954	1.9	7.9	2	3.4	3.9	5.4	2.4	5.4	8.4	17.1	9.1	3.8	5.9
521477	2059655	311002	QSI	1955	2.5	2.2	1.8	5.1	5.1	2.6	4.8	7.6	7.4	14.7	6.6	3.3	5.3
521477	2059655	311002	QSI	1956	2.5	2.9	5.8	3.4	7.7	3.2	3.1	6.6	4.4	13	4.1	3.2	5
521477	2059655	311002	QSI	1957	2.3	2	1.6	1.5	2	5.6	3.6	5.2	10.7	6	3.2	2.8	3.9
521477	2059655	311002	QSI	1958	2.9	2	1.8	1.5	21.6	11.8	4.2	7.8	5.3	5.9	3.6	2.3	5.9
521477	2059655	311002	QSI	1959	2	1.7	1.4	3.1	1.4	1.4	4.6	4.9	8.4	6.2	4.7	2.8	3.6
521477	2059655	311002	QSI	1960	3	3.6	2.1	3.7	3.4	4.8	4.3	3.5	9.8	9.6	7.3	3	4.8
521477	2059655	311002	QSI	1961	2.3	2.2	3.6	2	3	4.3	4	10.6	10.8	7.4	4.1	4.2	4.9
521477	2059655	311002	QSI	1962	2.5	2.1	1.7	3.9	4.2	6.1	2.5	4.9	5.8	3.6	2.9	2.9	3.6
521477	2059655	311002	QSI	1963	1.9	1.7	1.9	6.5	4.4	2.1	3.8	5.3	16.1	6.9	7.8	5.3	5.3
521477	2059655	311002	QSI	1964	2.6	2.1	1.8	4.4	3.9	5.2	3	7	8.6	3.1	2.6	2	3.9
521477	2059655	311002	QSI	1965	1.7	1.4	1.2	1	17.9	2.9	5.2	5.7	5.9	5.7	6.4	3.7	4.9
521477	2059655	311002	QSI	1966	2.4	2	1.7	3.3	3.6	1.7	7.1	8.2	5.2	8.1	2.8	2.2	4
521477	2059655	311002	QSI	1967	1.9	1.5	1.3	1.2	1.1	3.9	2.3	3.3	6	9.1	2.1	1.7	3
521477	2059655	311002	QSI	1968	1.4	1.2	1	0.9	4	9.7	2.7	8.2	8.1	3.1	2.8	4.1	4
521477	2059655	311002	QSI	1969	2	1.7	1.4	2.4	12.9	6	5.4	6.9	6.5	14.2	4.5	2.6	5.5
521477	2059655	311002	QSI	1970	2.2	1.9	1.6	1.4	4	23.5	3	9	11.7	8.4	9.4	2.9	6.6
521477	2059655	311002	QSI	1971	2.3	2.4	2.8	6.1	9.2	5	8.5	6.2	7.6	14	3.1	2.5	5.8
521477	2059655	311002	QSI	1972	2.1	1.9	3.3	2.2	4.5	6.7	5.7	5.3	8.3	11	3.2	2.6	4.7
521477	2059655	311002	QSI	1973	2.2	2.1	2.3	1.8	2.4	4.3	7.1	4.6	7.4	8.1	3	2.4	4
521477	2059655	311002	QSI	1974	2	3.8	2.4	2.2	3.4	2	3.4	5.1	6	6.5	5.9	2.3	3.8
521477	2059655	311002	QSI	1975	1.9	1.6	1.6	1.3	1.5	1.2	4.1	5.3	8.7	3.8	7.9	4.2	3.6
521477	2059655	311002	QSI	1976	2.2	2.1	1.7	3.3	2.3	2.1	3	11.7	6.2	5.9	2.4	2.9	3.8
521477	2059655	311002	QSI	1977	1.9	1.6	1.4	2	5.2	1.9	6.9	9.1	6.1	15.5	9.8	4.2	5.5
521477	2059655	311002	QSI	1978	2.7	2.3	2.6	4	6.3	6.4	3	5.2	6.7	20.7	3.8	2.5	5.5
521477	2059655	311002	QSI	1979	2.1	1.8	2.1	5.3	17	11.1	5.4	21.1	20.6	8.2	4.6	2.9	8.5
521477	2059655	311002	QSI	1980	2.5	2.1	1.9	2.9	4.7	3.2	2.8	4.5	8.4	4.3	2.2	2.1	3.5
521477	2059655	311002	QSI	1981	1.8	1.9	2.2	2	14.6	3.3	7.5	7.7	8.5	6.9	3	3.4	5.2
521477	2059655	311002	QSI	1982	2.3	3	1.9	1.6	6.2	2.5	8.2	5.1	6.4	3.3	3.2	2.2	3.8
521477	2059655	311002	QSI	1983	1.8	1.5	1.5	2.9	11.3	3.2	4.3	6.3	6.1	4	2.3	2.6	4
521477	2059655	311002	QSI	1984	2.3	1.9	1.5	1.3	5	7.6	2.7	2.6	15.1	4.7	5.5	2.3	4.4
521477	2059655	311002	QSI	1985	2	2	1.8	2	2.3	1.7	3.7	5.5	8.3	13.9	6.3	2.5	4.3
521477	2059655	311002	QSI	1986	3.2	2	1.7	6.1	25	10.5	4.6	8.6	12.3	14	5.2	4	8.1
521477	2059655	311002	QSI	1987	2.7	3.6	2.3	5	8.2	9.2	2.5	3.8	8.7	13.4	18.4	7.7	7.1
521477	2059655	311002	QSI	1988	3	2.5	2.3	6.3	3.5	6.9	12.9	11.2	9.5	9.4	6.1	3	6.4
521477	2059655	311002	QSI	1989	2.5	3.4	2.7	1.9	3	2.1	2.7	4.6	3.5	8.2	2.6	2	3.3
521477	2059655	311002	QSI	1990	2	1.5	1.3	1.1	0.9	1.4	3.8	3.9	7.7	13.7	5.7	2.4	3.8
521477	2059655	311002	QSI	1991	2	1.7	1.4	1.8	5.9	2.9	3.2	2.8	3	6.6	6.5	2.2	3.3
521477	2059655	311002	QSI	1992	3.8	1.9	2.5	6.9	15.6	5.3	6.3	11.3	9.6	7.9	3.6	3.8	6.5
521477	2059655	311002	QSI	1993	2.7	2.2	1.9	3.6	8.7	2.5	3.8	6.5	6	7.7	6.6	2.5	4.6
521477	2059655	311002	QSI	1994	2.2	2.2	2.3	1.7	1.8	1.5	2	5.2	8.1	6	2.8	6.9	3.5
521477	2059655	311002	QSI	1995	2.1	2	1.6	1.3	6.3	3.5	2.6	3.4	8.1	3.5	2.1	1.8	3.2
521477	2059655	311002	QSI	1996	1.5	3	2.1	2.5	5	3.7	4.4	8.9	14.5	6.8	12.2	3.9	5.7
521477	2059655	311002	QSI	1997	2.6	2.2	1.8	1.5	3.5	2.8	3.6	7.7	6	6.6	2.6	2	3.6
521477	2059655	311002	QSI	1998	1.7	1.5	1.6	1.3	5.7	4.2	5.7	12.6	14.6	6.4	9.8	3.4	5.7
521477	2059655	311002	QSI	1999	2.5	2.2	2	2.1	4.5	4.4	4.9	7	8.1	8.2	4.8	2.5	4.4
521477	2059655	311002	QSI	2000	2.2	1.8	1.5	1.3	5	4.9	3.9	2.3	10.6	5	2.2	1.9	3.5
521477	2059655	311002	QSI	2001	1.6	1.3	1.2	1.5	4.5	2.6	2.5	2	2.3	2.6	1.5	1.4	2.1
521477	2059655	311002	QSI	2002	1.2	1	0.9	2.4	2.8	3.4	1.9	6.3	10.9	2.7	2.4	1.8	3.1
521477	2059655	311002	QSI	2003	1.5	1.2	1	3.2	3.6	5.2	7	7.5	4.8	9.8	4.6	4.3	4.5
521477	2059655	311002	QSI	2004	2.4	2	2.4	3.8	13.6	5.9	6.5	5.2	15.4	7.8	3	2.5	5.9
521477	2059655	311002	QSI	2005	2.1	1.7	1.4	2.3	15.2	12.5	7.8	8.5	6.5	10.9	3.8	2.6	6.3
521477	2059655	311002	QSI	2006	2.2	1.8	2.1	7.4	8.9	9.4	7.2	13.9	7.8	5.2	3	2.5	5.9
521477	2059655	311002	QSI	2007	2.1	1.8	3.3	2.6	13.1	9.8	3.8	10	5.3	13.3	3.6	3.7	6
521477	2059655	311002	QSI	2008	2.8	2.2	1.8	7.9	6.8	16.7	4.5	17.6	18.9	3.1	4.5	2.5	7.4
521477	2059655	311002	QSI	2009	2.5	3.7	2	6.4	15.3	8.6	4.3	6.6	5.4	5.2	3	3	5.5
521477	2059655	311002	QSI	2010	2.2	1.8	1.7	6.4	14.6	9.4	11.4	4.5	6.7	2.9	4.9	2.4	5.7
