lat	lon	site	type	year	jan	feb	mar	apr	may	jun	jul	aug	sep	oct	nov	dec	mean
521477	2059655	261001	QSI	1956	0.9	1.1	1.1	2.1	1.5	1.8	1.6	1.1	1.2	3.3	1.4	1.1	1.5
521477	2059655	261001	QSI	1957	0.8	0.7	0.6	0.5	0.7	1.4	0.8	1.4	2.7	2.4	0.9	0.8	1.1
521477	2059655	261001	QSI	1958	0.7	0.6	0.7	0.5	12.6	3	1.4	1.1	1.5	0.8	2.1	0.7	2.1
521477	2059655	261001	QSI	1959	0.8	0.6	0.5	2.6	1.8	1.1	1.5	2.2	2.6	1.9	1.9	0.9	1.5
521477	2059655	261001	QSI	1960	0.9	1.4	1.4	4.3	7.2	2.9	1.1	2.2	1.4	2.2	2.9	1.2	2.4
521477	2059655	261001	QSI	1961	0.9	0.9	3.1	0.9	1.2	0.9	1.8	2.6	1.2	8.7	3.3	2.7	2.3
521477	2059655	261001	QSI	1962	1.1	0.9	0.9	1.6	1.1	2.4	1	0.9	1.5	4.2	2.8	2.6	1.8
521477	2059655	261001	QSI	1963	1	1	1.4	0.9	1.2	0.8	0.8	2.6	3.9	5.2	1.8	1	1.8
521477	2059655	261001	QSI	1964	0.8	0.6	0.6	0.6	0.5	0.4	0.3	0.7	2.2	1.9	1	0.7	0.9
521477	2059655	261001	QSI	1965	0.6	0.4	0.3	0.3	1.6	1	1.9	0.9	0.7	0.6	2.7	1.1	1
521477	2059655	261001	QSI	1966	1	0.7	1.5	2	0.8	0.7	0.6	1.6	3	1.6	0.9	0.8	1.3
521477	2059655	261001	QSI	1967	0.7	0.7	0.9	0.6	0.8	1.1	0.7	0.6	0.8	1	0.6	0.5	0.8
521477	2059655	261001	QSI	1968	0.4	0.4	0.5	0.3	0.6	0.4	0.5	0.8	0.9	1.5	4.4	1.1	1
521477	2059655	261001	QSI	1969	0.8	0.7	0.6	1.6	9.2	2.6	0.9	1.2	2.1	3	4.1	1.3	2.3
521477	2059655	261001	QSI	1970	1.2	1.1	0.8	0.7	2.5	1.9	1.5	1.7	1.4	4.1	4.1	2.4	2
521477	2059655	261001	QSI	1971	1.1	3.3	1.3	3.4	1.9	1	0.8	0.8	1.4	4.4	1.4	0.9	1.8
521477	2059655	261001	QSI	1972	1	0.9	1	0.7	0.9	1.4	0.8	0.7	1.7	2.3	0.8	2.4	1.2
521477	2059655	261001	QSI	1973	1.2	0.8	0.7	0.5	0.5	0.5	0.7	0.7	1.5	3.5	0.8	0.6	1
521477	2059655	261001	QSI	1974	0.6	0.8	0.5	0.5	0.9	0.6	0.4	0.7	4	0.9	3.3	0.8	1.2
521477	2059655	261001	QSI	1975	0.6	0.5	0.4	0.3	0.3	0.2	0.5	1.9	3.6	1.1	1.1	1.5	1
521477	2059655	261001	QSI	1976	0.7	1.4	0.6	0.7	0.5	0.4	0.4	1.8	0.6	2.2	0.7	0.5	0.9
521477	2059655	261001	QSI	1977	0.5	0.4	0.3	2.5	14.1	1.2	0.8	0.9	0.6	0.6	2.1	2.4	2.2
521477	2059655	261001	QSI	1978	0.8	0.8	0.8	0.8	0.6	0.5	0.4	0.6	0.9	4.8	0.7	0.6	1
521477	2059655	261001	QSI	1979	0.5	0.4	1.3	0.5	6.9	3.3	2.1	9.2	9.3	1.6	1.6	1.2	3.2
521477	2059655	261001	QSI	1980	1	0.8	1.4	2.1	2.5	0.9	1	1.1	0.9	1.3	0.7	0.6	1.2
521477	2059655	261001	QSI	1981	1.2	0.6	0.7	1.7	10.3	1.5	3.2	3.3	2.7	3.9	1.3	1.6	2.7
521477	2059655	261001	QSI	1982	0.9	1	0.8	0.6	8.7	1	0.8	1	1.3	0.7	1.7	1.9	1.7
521477	2059655	261001	QSI	1983	0.7	0.6	0.9	6.7	5.7	1.2	5.7	1.9	1	1.3	0.9	0.8	2.3
521477	2059655	261001	QSI	1984	0.9	6.4	1	2.1	10.5	3.5	1.3	1	1.8	1.5	1.3	0.9	2.7
521477	2059655	261001	QSI	1985	0.7	0.6	0.5	0.4	1	0.5	0.4	1.5	1.3	8.9	2.2	0.9	1.6
521477	2059655	261001	QSI	1986	1	0.7	0.5	3.9	4.4	0.8	1.1	1.1	2.3	0.8	1.7	0.8	1.6
521477	2059655	261001	QSI	1987	0.7	0.6	0.5	2.4	1.7	3.5	0.9	0.7	1	3.1	7.3	1.7	2
521477	2059655	261001	QSI	1988	1.2	0.9	0.9	1.7	0.7	1.6	1.6	3.7	1.6	1.2	1.5	0.9	1.5
521477	2059655	261001	QSI	1989	0.7	0.9	0.8	0.6	0.5	0.4	0.4	1.2	2.2	1.9	0.8	0.6	0.9
521477	2059655	261001	QSI	1990	0.7	0.5	0.4	0.3	0.3	0.2	0.3	0.4	2.5	8.3	3.4	0.9	1.5
521477	2059655	261001	QSI	1991	0.8	0.6	0.5	0.7	0.4	0.4	1	0.5	0.7	0.8	0.7	0.8	0.6
521477	2059655	261001	QSI	1992	1.1	0.6	0.6	1.6	11.6	0.9	2.6	1.5	4.7	1.2	1.9	1.6	2.5
521477	2059655	261001	QSI	1993	2.1	0.9	1.4	2.4	4.9	1	0.8	0.8	1.2	0.7	2.9	0.7	1.7
521477	2059655	261001	QSI	1994	0.6	0.5	1.5	0.7	0.5	0.4	0.4	0.3	1.1	3.7	0.7	0.6	0.9
521477	2059655	261001	QSI	1995	0.5	0.5	0.4	0.3	1.5	0.9	1.4	0.8	4.7	1	0.7	0.8	1.1
521477	2059655	261001	QSI	1996	0.6	0.6	2.8	1.3	0.7	0.6	1.8	2.7	10	1.3	5.8	1.1	2.4
521477	2059655	261001	QSI	1997	0.9	0.8	0.6	0.5	0.5	0.4	1.5	1.4	1	0.7	1.5	0.6	0.9
521477	2059655	261001	QSI	1998	0.6	0.5	1.6	0.8	0.9	0.9	0.6	1.7	4.8	1.2	4.5	3.1	1.8
521477	2059655	261001	QSI	1999	1	0.8	0.9	0.6	4.6	4.2	1.6	0.9	1.7	2.7	1.5	1	1.8
521477	2059655	261001	QSI	2000	1.1	1.3	0.7	1.1	2.5	1.1	0.7	1.1	2.4	0.8	1	1.5	1.3
521477	2059655	261001	QSI	2001	0.8	0.6	0.6	1.1	0.6	0.5	0.4	0.4	1.3	0.6	0.5	0.7	0.7
521477	2059655	261001	QSI	2002	0.4	0.4	0.5	1.1	0.8	1.6	0.7	0.6	3	0.6	0.6	0.5	0.9
521477	2059655	261001	QSI	2003	0.4	0.4	0.6	1.7	1.2	0.6	1.5	1.5	0.7	4.8	3.3	1.3	1.5
521477	2059655	261001	QSI	2004	0.9	0.7	1.9	1.7	6.7	1.3	0.9	0.7	1.4	1.5	0.8	1.1	1.6
521477	2059655	261001	QSI	2005	1.5	0.7	0.6	0.9	6.5	1	4.8	2	2.5	7.6	1.2	1.1	2.5
521477	2059655	261001	QSI	2006	0.9	0.9	1.1	5.2	2.4	1.4	0.9	2.1	1.5	1.9	1.7	1.2	1.8
521477	2059655	261001	QSI	2007	0.9	0.9	2.5	0.8	1.4	1.2	1	1.1	0.9	4.4	2.6	2.8	1.7
521477	2059655	261001	QSI	2008	1.7	0.9	0.8	3.5	1.2	2.1	0.8	1.1	5.2	1.5	0.9	1.1	1.8
521477	2059655	261001	QSI	2009	0.9	1.7	1.3	3.8	9.8	2.5	1.1	3.5	4.2	1.5	6.2	4.9	3.4
521477	2059655	261001	QSI	2010	1.3	1.1	1	1.3	4.6	2.4	1.4	1.2	3.5	2.5	4.7	1.1	2.2
521477	2059655	261001	QSI	2011	0.9	1.3	0.7	0.6	5.6	0.8	1.6	3.2	2.5	1.8	2.3	1.4	1.9
521477	2059655	300002	QSI	1931	6.3	4.7	4.6	32.4	50.2	25.9	18.1	9.4	68.7	36	37.2	11.6	25.4
521477	2059655	300002	QSI	1932	7.8	5.8	4.6	4.9	55.6	28.2	6.4	34.4	75.8	22.8	26.5	15.2	24
521477	2059655	300002	QSI	1933	6.6	5.3	6.7	4.4	7.3	13.4	6.3	13	38.6	20	26.4	10.5	13.2
521477	2059655	300002	QSI	1934	9.1	8.3	5.5	4.7	29.9	9.3	6.7	14.2	37.7	38	9.8	14.6	15.6
521477	2059655	300002	QSI	1935	5.8	7.3	4.4	3.5	35.7	11.4	8	26.9	24.5	53.1	11.8	12.3	17.1
521477	2059655	300002	QSI	1936	5.9	4.7	3.7	6.5	55.4	17.6	36.3	19.6	23.2	17.6	13.1	22.8	18.9
521477	2059655	300002	QSI	1937	18	6.7	5.3	4.5	99.2	6.2	11	12.6	19.8	29.9	36.2	14.6	22
521477	2059655	300002	QSI	1938	6.3	5	4.7	3.5	3.3	5	4.5	3.7	12.6	14	13.1	5.1	6.7
521477	2059655	300002	QSI	1939	3.9	3.2	2.5	2.2	6.9	8.8	4.2	24	53.3	22	18.7	10.9	13.4
521477	2059655	300002	QSI	1940	6	4.7	3.7	4.9	43	5.9	4.3	9.5	18.3	91.7	21.6	6.1	18.3
521477	2059655	300002	QSI	1941	4.9	3.8	3	7.8	18.5	40.7	19.6	42.2	32.5	29.1	22.3	7.1	19.3
521477	2059655	300002	QSI	1942	5.6	4.7	3.8	8.2	33.8	23.4	7	12	18.8	10.4	21.6	5.9	12.9
521477	2059655	300002	QSI	1943	4.7	4.1	14.2	3.9	25.2	15	4.6	10.7	33.1	22.7	6.1	4.7	12.4
521477	2059655	300002	QSI	1944	3.7	2.9	2.3	2.5	47.7	44.6	21	8.2	41.3	18.2	28.1	7.3	19
521477	2059655	300002	QSI	1945	5.4	4.3	3.4	2.8	85.3	3.8	38.1	17.4	22	12.3	18.7	8.8	18.5
521477	2059655	300002	QSI	1946	5.3	4.4	12.4	4.7	22.6	5.1	3.9	11	38.8	54.9	24	6.2	16.1
521477	2059655	300002	QSI	1947	6.7	5.2	4	3.2	58.4	9.6	4.7	3.6	34.1	13.9	4.5	3.7	12.6
521477	2059655	300002	QSI	1948	3	2.9	2.2	1.7	80.1	3.1	3.4	2.4	2	4.4	4.3	2.4	9.3
521477	2059655	300002	QSI	1949	1.9	1.5	1.8	1.3	33.6	3	2.4	8.2	24	4.2	4	9.8	8
521477	2059655	300002	QSI	1950	3.6	5.6	3.3	2.7	2.2	4.4	2.2	27.3	15.5	15.8	15.5	10.1	9
521477	2059655	300002	QSI	1951	4.9	3.9	3.1	8.3	55.4	18.5	6.1	10.2	33.2	9.9	20.8	8.3	15.2
521477	2059655	300002	QSI	1952	5.2	4.1	3.9	86.6	21.4	9.2	15.8	5.8	53.7	8.5	6.8	4.7	18.8
521477	2059655	300002	QSI	1953	5.7	3.6	4.8	4.8	74.2	7.3	11.4	6.2	28.2	34.6	43.5	15.7	20
521477	2059655	300002	QSI	1954	6.8	33.5	5.9	13.9	17.3	35.5	7.2	11.6	15.1	52.4	23.3	7.6	19.2
521477	2059655	300002	QSI	1955	5.6	4.4	3.5	7.3	18.2	11.8	26.6	27.3	29.6	34.5	10.3	8.2	15.6
521477	2059655	300002	QSI	1956	5.5	12.6	11.1	20.5	24.9	18.7	8.8	14.7	13.6	51.4	7.9	7.5	16.4
521477	2059655	300002	QSI	1957	5.1	4.2	3.4	3	4	33.2	4.9	8.6	12.2	32.4	5.3	5.3	10.1
521477	2059655	300002	QSI	1958	4.2	3.3	2.8	2.2	79	49	8.6	18.5	19.6	7.1	6.7	4.6	17.1
521477	2059655	300002	QSI	1959	4.2	3.2	2.5	6.6	4.4	2.9	16.8	7.9	24.6	20	29.6	5.7	10.7
521477	2059655	300002	QSI	1960	6.8	11	9.3	21.1	37.3	34.6	16.8	11.2	29.9	19.5	20.6	9.8	19
521477	2059655	300002	QSI	1961	6.1	5.4	20.6	7.5	6	10.8	5.8	11.3	16.8	51	8.8	12.3	13.5
521477	2059655	300002	QSI	1962	5.5	4.4	3.5	13.9	13.4	22.1	6.2	11.4	12	12.6	14.3	16.5	11.3
521477	2059655	300002	QSI	1963	5.6	4.4	7.5	25	17.9	6.9	5.4	12.6	46.3	27.5	12.5	10.8	15.2
521477	2059655	300002	QSI	1964	5.6	4.4	3.5	10.3	20	17.1	12.2	15.6	43.7	15	13.9	6	13.9
521477	2059655	300002	QSI	1965	4.8	3.8	3	2.4	52.3	8.2	12.9	10.5	12.5	17.3	31.2	7.6	13.9
521477	2059655	300002	QSI	1966	7.3	4.8	3.8	19.4	11.3	4.3	7	12.3	32	30.6	8.7	5.5	12.3
521477	2059655	300002	QSI	1967	4.4	3.5	2.7	2.2	3	12.5	3	7.1	5	32.8	4.1	3.3	6.9
521477	2059655	300002	QSI	1968	2.6	2	1.6	1.3	20.3	30.7	3.7	17.6	16.1	25.3	36.2	13	14.2
521477	2059655	300002	QSI	1969	5.8	4.6	3.6	12.6	44	37.6	10.1	12.6	36	42.1	18.1	7.1	19.5
521477	2059655	300002	QSI	1970	5.7	6.6	4.3	3.4	25.7	54.5	8.1	18.3	38.5	42.7	64.4	9.7	23.5
521477	2059655	300002	QSI	1971	6.4	8.2	11.5	21.2	14.1	12.4	9	8.3	18	41.6	11.6	6.3	14.1
521477	2059655	300002	QSI	1972	5.1	4.4	8.1	4.9	7.5	8.6	4.9	8.7	12.4	23.5	5.4	8.9	8.5
521477	2059655	300002	QSI	1973	5	4.1	3.3	2.6	3.7	6.4	6.9	7.8	29	49.6	5.4	4.3	10.7
521477	2059655	300002	QSI	1974	3.5	5.2	3	2.4	2.3	1.9	2.4	9	62	26	22.2	5.3	12.1
521477	2059655	300002	QSI	1975	4.2	3.3	3	2.4	5.2	2.3	4.1	4.2	28	7.1	34.6	16.8	9.6
521477	2059655	300002	QSI	1976	5.1	4.6	3.5	24.5	3.8	3.9	2.8	38	14.8	15.9	4.7	6.7	10.7
521477	2059655	300002	QSI	1977	3.8	3	2.5	2	14.9	2.7	4.4	20.4	5.9	16.5	35	21.8	11.1
521477	2059655	300002	QSI	1978	6.5	5.3	17.4	13.5	23.5	5.9	4.8	8.6	19.3	59.2	5.7	4.6	14.5
521477	2059655	300002	QSI	1979	3.6	2.8	3.2	10.9	67.1	40	28.5	72.3	87	43	19.6	7.8	32.2
521477	2059655	300002	QSI	1980	6.8	5.2	4.6	13.6	33.4	5.6	4.4	16.9	36.2	13.7	5.3	5.6	12.6
521477	2059655	300002	QSI	1981	4.8	3.6	4.5	12.8	77.9	25.2	25.4	20	25.8	45.5	10.4	10.9	22.2
521477	2059655	300002	QSI	1982	6.2	5	4	3.2	46.5	9.8	18.9	13.2	16.2	12	7.6	10.4	12.7
521477	2059655	300002	QSI	1983	5	4	3.2	21.3	43	8.8	19.4	26.4	16.8	23	6.6	5.2	15.2
521477	2059655	300002	QSI	1984	7.2	4.1	3.3	2.7	27.3	36	5.3	4.6	40.4	11.4	11.1	5.3	13.2
521477	2059655	300002	QSI	1985	4.2	3.5	3.2	2.7	16.6	7.3	3.8	16.7	41.9	65.1	20	6.1	15.9
521477	2059655	300002	QSI	1986	4.9	3.9	3.1	15.5	75.9	11.4	6.7	14.5	16.1	19.1	29.1	6.9	17.3
521477	2059655	300002	QSI	1987	5.2	8.4	4.2	31.1	32.3	34.7	5.8	7.7	17.8	21.7	39.4	20.2	19
521477	2059655	300002	QSI	1988	7.2	5.4	4.4	22.6	12.9	17	29.1	20.3	8.8	24.5	17.5	8.5	14.9
521477	2059655	300002	QSI	1989	5.6	12.7	9.7	7.8	34.2	11	7.2	18.8	27.1	42.5	7.5	5.6	15.8
521477	2059655	300002	QSI	1990	7.4	4.5	3.6	4.5	6.2	11.1	6.6	6.8	38.1	96.6	43.5	11.4	20
521477	2059655	300002	QSI	1991	6.3	7.2	4.7	5.6	21.3	19.1	14.9	13.9	7	21.5	6.8	6	11.2
521477	2059655	300002	QSI	1992	10.4	4.6	7	16.9	65.9	7.4	7.3	8.3	29.1	18.3	16.2	11	16.9
521477	2059655	300002	QSI	1993	6.6	5.8	4.8	17	23.8	8.3	8.7	7.2	14.3	14.4	22.9	7.3	11.8
521477	2059655	300002	QSI	1994	5.1	4	8.8	4.2	10.9	3.8	3	12	10.5	22.2	10.3	11	8.8
521477	2059655	300002	QSI	1995	4.8	7.3	8.2	4.1	36.6	13.7	12.4	11.1	36.4	10.8	7.6	5.7	13.2
521477	2059655	300002	QSI	1996	4.4	14.6	14.4	18.1	19.2	5.4	10.8	15.7	37.3	20.9	42.4	7.7	17.6
521477	2059655	300002	QSI	1997	5.7	5.7	4.1	3.4	20.1	4.6	3.9	8.5	7.2	19.9	8.3	4.8	8
521477	2059655	300002	QSI	1998	4	3.3	8.9	4.2	12.1	9.5	9.6	33	37.6	20.3	19	11.5	14.4
521477	2059655	300002	QSI	1999	6	10.3	9.5	10.8	17.9	26.4	8.9	6.3	18.2	41	15.1	6	14.7
521477	2059655	300002	QSI	2000	5.5	4.2	3.3	2.6	10.7	11.2	3.5	6.5	22.5	17	6.8	10.6	8.7
521477	2059655	300002	QSI	2001	4.6	3.7	3	12	6.2	5.5	4.5	3.2	17.4	10.8	4.2	10.1	7.1
521477	2059655	300002	QSI	2002	3.8	3	2.4	2	10.7	19	3.6	7.5	26	7.9	6.2	4.8	8.1
521477	2059655	300002	QSI	2003	3.6	2.9	2.4	10	3.6	3.3	10.2	21.1	12.1	51.4	38.4	8.2	13.9
521477	2059655	300002	QSI	2004	5.5	4.4	4.3	4.2	46.1	6.9	4.6	8.8	45.1	34.1	7.6	12.3	15.3
521477	2059655	300002	QSI	2005	5.4	4.3	3.4	8.9	67.4	29	22.8	41	30.6	65.2	13.9	6.9	24.9
521477	2059655	300002	QSI	2006	5.5	4.3	3.7	45.1	16.6	22.4	14.7	47	11.9	26	16.8	8.1	18.5
521477	2059655	300002	QSI	2007	5.7	4.6	9.1	4.3	36.1	16.1	12.5	41.7	25.7	51.6	20.4	18	20.5
521477	2059655	300002	QSI	2008	8.5	6	4.7	34.1	10.5	88.4	6.4	43.8	94.3	21	25.2	7.7	29.2
521477	2059655	300002	QSI	2009	6.3	10.4	5	40.6	59.1	36.1	9.4	20.6	43.3	6.9	31.8	21.2	24.2
521477	2059655	300002	QSI	2010	6.3	4.9	4.1	15.8	53.9	32.7	25.6	13.2	26.9	28.8	23.8	7.4	20.3
521477	2059655	301001	QSI	1931	1.3	0.6	1.3	3.6	5.5	3.4	2.7	1.8	4.8	4.1	3.1	2.7	2.9
521477	2059655	301001	QSI	1932	2.1	0.7	0.5	1	3.6	2	1.2	2.6	3.9	2.5	5.3	4.6	2.5
521477	2059655	301001	QSI	1933	1.1	0.6	1.1	0.5	2.3	1.3	0.8	1.7	3.8	1.8	3.3	3.3	1.8
521477	2059655	301001	QSI	1934	2.6	2	0.7	0.9	2.6	1	1.9	1.7	2.6	2.2	3.9	3.2	2.1
521477	2059655	301001	QSI	1935	0.6	1.1	0.5	0.4	2.8	0.6	2	2.4	2.1	3.5	1.8	3.5	1.8
521477	2059655	301001	QSI	1936	1.3	0.6	0.5	0.8	4	1.4	2.8	0.6	2.7	2.5	1.8	8	2.3
521477	2059655	301001	QSI	1937	6.5	0.7	0.5	0.6	7.8	0.9	2.6	1.7	1	1.2	4.2	4.7	2.7
521477	2059655	301001	QSI	1938	1.2	1.3	0.6	0.5	0.7	1.2	2	1.9	1.1	1.5	2	1.6	1.3
521477	2059655	301001	QSI	1939	0.8	0.8	0.8	0.6	1.9	1.9	0.8	0.8	2.2	3.5	2.4	2.3	1.6
521477	2059655	301001	QSI	1940	2.1	1.8	0.6	1.7	2.2	2.2	1.2	1.5	2	4.2	3.5	1.4	2
521477	2059655	301001	QSI	1941	0.6	0.5	0.6	0.9	3.3	2	1.4	1.4	2.8	2.5	2.6	1.7	1.7
521477	2059655	301001	QSI	1942	1.9	0.7	1.3	2	2.9	1.2	1.7	3.4	1.9	1.2	4	1	1.9
521477	2059655	301001	QSI	1943	1.8	1.3	1.7	1	1.5	1.4	1.7	1.8	2.5	2.2	1.6	1.3	1.6
521477	2059655	301001	QSI	1944	0.7	0.5	0.4	0.7	1.7	2.7	2.6	1.3	2	1.6	3.7	2	1.7
521477	2059655	301001	QSI	1945	1.3	1.4	0.6	0.5	3.6	0.5	2.6	2.1	2.7	1.6	1.6	1.7	1.7
521477	2059655	301001	QSI	1946	1.1	0.6	1.7	0.8	1.8	1.4	0.6	1.3	1.3	2	5.3	1.6	1.6
521477	2059655	301001	QSI	1947	1.9	1.8	0.6	0.4	2.5	0.8	0.7	0.6	0.9	2.2	0.7	0.9	1.2
521477	2059655	301001	QSI	1948	1.4	0.6	0.4	0.3	3.4	1.5	1.5	0.7	0.9	2.2	2.6	1	1.4
521477	2059655	301001	QSI	1949	0.8	0.5	0.5	0.3	1.6	0.5	0.6	0.9	2	2.2	0.7	5.9	1.4
521477	2059655	301001	QSI	1950	1.6	1.2	0.6	1	1.5	1.3	1.7	2.7	1.2	0.8	2.6	1.9	1.5
521477	2059655	301001	QSI	1951	0.9	0.9	1	0.8	3.1	2.2	1.5	1.2	2.3	0.8	1.8	2	1.5
521477	2059655	301001	QSI	1952	0.6	0.4	0.4	3.5	1.3	0.6	2.5	0.7	3	0.6	0.7	0.6	1.2
521477	2059655	301001	QSI	1953	0.9	0.4	0.4	1	3.6	1	1.6	0.8	1.3	1.6	3.3	1.8	1.5
521477	2059655	301001	QSI	1954	1.6	3.5	0.6	1.3	1.1	2.9	1.5	2.2	1.5	2.6	0.7	1.2	1.7
521477	2059655	301001	QSI	1955	0.5	0.7	0.5	0.6	2	1.1	2.6	2.1	2.3	1.8	0.8	1.6	1.4
521477	2059655	301001	QSI	1956	0.6	3	4.1	1.1	2.8	1.1	1	1	0.9	1.6	1.1	2.7	1.7
521477	2059655	301001	QSI	1957	0.7	0.9	0.4	0.4	0.3	2.3	0.5	0.8	0.9	1.3	1.5	1.3	0.9
521477	2059655	301001	QSI	1958	1	0.6	0.9	0.4	3.4	4.1	2.9	1.4	1.8	1.5	1.3	0.6	1.7
521477	2059655	301001	QSI	1959	0.9	0.5	0.4	1.6	3.4	0.5	1.5	1	2	2.1	1.4	1	1.4
521477	2059655	301001	QSI	1960	2.2	0.8	3.3	2	3.1	2.6	1.4	2.2	1.8	2.6	3.5	1.9	2.3
521477	2059655	301001	QSI	1961	1	0.8	2.6	2.3	1.3	1.6	1.2	1.1	0.9	2.6	2.1	2.4	1.7
521477	2059655	301001	QSI	1962	1.6	0.8	0.8	1.8	2.4	0.7	1	0.9	1.3	1.2	2.1	2.7	1.4
521477	2059655	301001	QSI	1963	1.1	0.8	1.6	1.4	2.1	1	1	1.5	3.4	1.5	1.6	0.7	1.5
521477	2059655	301001	QSI	1964	0.8	0.4	0.4	2.1	1	1.7	0.8	1.2	1.1	2.2	2	1.4	1.3
521477	2059655	301001	QSI	1965	0.6	0.7	0.5	0.3	2.2	0.9	1.2	0.4	0.9	1.3	2.2	0.9	1
521477	2059655	301001	QSI	1966	1	0.6	1.9	1.3	5.1	0.7	0.5	1.4	1.1	1.6	2.4	1.2	1.6
521477	2059655	301001	QSI	1967	0.9	0.5	0.5	0.6	0.4	0.9	0.5	1	0.6	0.9	0.4	0.3	0.6
521477	2059655	301001	QSI	1968	0.4	0.3	0.2	0.3	2.3	0.8	1.6	1.1	1.2	0.7	2.4	5.4	1.4
521477	2059655	301001	QSI	1969	1.2	0.5	0.4	1.7	2.7	1.5	1.3	1.6	1.8	2.1	2.8	1.3	1.6
521477	2059655	301001	QSI	1970	0.8	1	0.5	0.4	1.5	2.5	1.4	1.7	1.6	2.6	7.6	2.8	2
521477	2059655	301001	QSI	1971	0.9	1.3	2.2	1.7	1.8	0.8	1	2.2	1.1	1.9	1.5	2.2	1.5
521477	2059655	301001	QSI	1972	1.3	1.3	2.8	0.7	1.6	1.2	0.5	1.5	1.7	1.7	0.9	2.4	1.5
521477	2059655	301001	QSI	1973	1.4	1.2	0.6	0.5	0.8	0.9	0.7	1.8	1.9	2.5	1.5	1	1.2
521477	2059655	301001	QSI	1974	1.8	1.4	0.6	0.6	0.8	0.5	0.7	1.2	3.2	4	3.1	1.5	1.6
521477	2059655	301001	QSI	1975	0.6	0.5	0.4	0.5	1	0.3	1	2.8	0.9	1	4.3	3.5	1.4
521477	2059655	301001	QSI	1976	0.6	0.6	0.4	0.4	0.3	0.3	0.3	1.8	1	2.7	0.9	0.7	0.9
521477	2059655	301001	QSI	1977	0.5	0.3	0.3	0.3	1.1	0.3	0.7	2.2	0.9	1.3	3.6	1.8	1.1
521477	2059655	301001	QSI	1978	0.9	1.1	1.4	2.9	1.2	0.6	0.5	0.9	1.3	2.6	0.6	0.6	1.2
521477	2059655	301001	QSI	1979	0.5	0.3	1.6	4.1	5.5	2.3	2.3	0.9	5.5	2.6	2.9	1.3	2.5
521477	2059655	301001	QSI	1980	0.8	0.6	0.6	0.7	1.9	0.7	0.6	1.2	1.7	1.9	0.6	2.1	1.1
521477	2059655	301001	QSI	1981	2.1	0.8	2.2	2.1	4.5	2.6	2.7	2.4	0.8	2.2	1.3	2.5	2.2
521477	2059655	301001	QSI	1982	2	1	0.9	0.8	4.3	1.4	2.3	1.1	2.1	0.9	1.9	3	1.8
521477	2059655	301001	QSI	1983	0.8	1	1.2	2.4	2.9	3.1	2.2	1.8	1.1	1.5	1	1.7	1.7
521477	2059655	301001	QSI	1984	1.4	0.7	1.4	1.4	2.1	2.2	0.7	1.3	2.6	1.4	2	1.5	1.6
521477	2059655	301001	QSI	1985	0.6	1.3	1.8	1.1	2.4	1.7	1	0.8	2.5	2.4	2.3	2	1.7
521477	2059655	301001	QSI	1986	0.8	0.9	1.3	1.7	3.5	1.4	1.2	1.4	0.8	1.8	4.2	0.8	1.6
521477	2059655	301001	QSI	1987	1.2	0.9	0.6	2.3	5.9	2.7	0.6	0.7	1	1.4	3.1	4.6	2.1
521477	2059655	301001	QSI	1988	2.5	0.9	1.1	1.4	1.3	0.7	3.4	2.4	1.4	2.2	1	3.9	1.8
521477	2059655	301001	QSI	1989	1.7	2.2	1.1	1.8	2.4	1.1	0.7	1.3	1.5	2.1	0.9	0.6	1.4
521477	2059655	301001	QSI	1990	2.1	1.2	0.6	1	0.5	1.3	1	0.8	2	3.9	3.3	3.6	1.8
521477	2059655	301001	QSI	1991	1.4	1	1.5	1.5	1.8	0.6	1.2	0.6	1	1.8	0.9	2	1.3
521477	2059655	301001	QSI	1992	1.8	0.7	0.6	1.7	4	0.8	0.6	1.1	2.2	1.4	3.5	2.8	1.8
521477	2059655	301001	QSI	1993	2.5	1.5	2.7	2.5	1.7	1.3	0.9	1.5	1.6	1.1	3.3	1.2	1.8
521477	2059655	301001	QSI	1994	1.4	0.8	1.3	0.6	3.4	0.5	0.6	1.5	0.8	2.5	2.5	3.2	1.6
521477	2059655	301001	QSI	1995	0.8	2.3	2	0.7	1.4	0.7	1.5	2.5	2.5	1.3	2.8	2.5	1.7
521477	2059655	301001	QSI	1996	1.5	1.1	1.1	1.8	2	1	1.2	1.5	1.5	2.2	3.8	1.8	1.7
521477	2059655	301001	QSI	1997	1.2	1.3	0.6	0.5	1.2	0.4	0.9	1.2	0.6	2	2.2	1.5	1.1
521477	2059655	301001	QSI	1998	1.1	0.5	1.3	0.6	0.5	1.1	1.8	1.3	2.9	2.4	3.1	4.5	1.8
521477	2059655	301001	QSI	1999	3.2	1.6	0.9	0.6	1	2.3	1.6	1	2.2	2.3	2.5	1.5	1.7
521477	2059655	301001	QSI	2000	1	0.5	0.7	0.4	0.8	1.1	0.7	1.7	1.7	2.2	2.4	3.4	1.4
521477	2059655	301001	QSI	2001	1.1	0.8	0.5	0.9	1.6	0.9	0.8	0.6	2	2	1.1	3	1.3
521477	2059655	301001	QSI	2002	0.5	0.6	0.8	0.8	1.3	2	1	2	2.5	1.2	2.1	3.3	1.5
521477	2059655	301001	QSI	2003	1.5	0.6	0.4	1.1	1.5	1.5	0.8	2.2	2.3	2.7	4.2	0.8	1.6
